temperature,mixing_ratio,refresh_count,elapsed_time,growth_percentage,remaining_time
25.0,1:5:5,7,162,33,108
25.0,1:2:2,8,144,94,8
26.0,1:1:1,2,845,37,532
24.0,1:1:1,2,1220,48,634
25.0,1:1:1,7,126,30,88
26.0,1:10:10,1,1800,51,882
24.0,1:10:10,5,525,35,341
28.0,1:5:5,6,171,61,66
25.0,1:10:10,1,2200,47,1166
24.0,1:5:5,8,191,31,131
24.0,1:10:10,3,1168,45,642
26.0,1:5:5,8,132,12,116
25.0,1:1:1,2,1032,71,299
26.0,1:10:10,5,363,53,170
24.0,1:5:5,8,191,33,127
24.0,1:10:10,6,352,0,352
25.0,1:2:2,3,791,22,616
26.0,1:5:5,5,327,29,232
24.0,1:5:5,2,1569,70,470
28.0,1:2:2,3,503,28,362
24.0,1:2:2,7,170,50,85
26.0,1:1:1,6,171,75,42
24.0,1:10:10,7,212,47,112
24.0,1:5:5,2,1569,10,1412
28.0,1:5:5,5,254,56,111
25.0,1:1:1,2,1032,22,804
24.0,1:10:10,3,1168,34,770
26.0,1:2:2,4,434,22,338
24.0,1:2:2,5,420,38,260
26.0,1:1:1,5,254,64,91
26.0,1:5:5,8,132,47,69
28.0,1:10:10,3,629,62,239
26.0,1:1:1,1,1260,59,516
24.0,1:10:10,3,1168,51,572
25.0,1:5:5,7,162,78,35
26.0,1:5:5,3,728,21,575
26.0,1:2:2,4,434,61,169
28.0,1:5:5,6,171,31,117
24.0,1:1:1,3,818,33,548
25.0,1:10:10,7,180,61,70
28.0,1:5:5,5,254,60,101
28.0,1:1:1,3,440,51,215
28.0,1:1:1,4,295,49,150
26.0,1:5:5,7,132,43,75
25.0,1:2:2,1,1760,51,862
28.0,1:1:1,2,657,78,144
26.0,1:10:10,6,244,8,224
25.0,1:10:10,1,2200,11,1958
24.0,1:10:10,2,1743,55,784
28.0,1:1:1,7,80,82,14
26.0,1:2:2,7,118,69,36
26.0,1:1:1,4,380,25,285
26.0,1:10:10,3,809,40,485
28.0,1:10:10,4,422,89,46
24.0,1:10:10,6,352,41,207
28.0,1:10:10,7,114,69,35
25.0,1:1:1,5,311,24,236
25.0,1:5:5,5,400,60,160
25.0,1:5:5,7,162,43,92
26.0,1:1:1,7,103,78,22
26.0,1:5:5,3,728,73,196
25.0,1:2:2,5,355,27,259
28.0,1:10:10,1,1400,87,182
25.0,1:5:5,8,162,64,58
25.0,1:5:5,2,1327,37,836
28.0,1:5:5,1,1260,76,302
26.0,1:10:10,3,809,38,501
25.0,1:1:1,6,208,91,18
26.0,1:10:10,6,244,53,114
26.0,1:10:10,5,363,38,225
25.0,1:10:10,4,663,60,265
25.0,1:10:10,5,444,82,79
24.0,1:1:1,1,1820,12,1601
26.0,1:5:5,3,728,29,516
26.0,1:10:10,6,244,46,131
26.0,1:1:1,5,254,60,101
24.0,1:5:5,7,191,18,156
28.0,1:5:5,7,103,45,56
28.0,1:5:5,2,845,48,439
26.0,1:2:2,3,647,49,329
24.0,1:1:1,5,367,14,315
28.0,1:10:10,5,283,52,135
24.0,1:1:1,7,149,51,73
28.0,1:1:1,4,295,54,135
24.0,1:2:2,1,2080,23,1601
26.0,1:1:1,5,254,15,215
25.0,1:2:2,5,355,36,227
26.0,1:5:5,5,327,43,186
26.0,1:1:1,8,103,32,70
26.0,1:2:2,1,1440,43,820
28.0,1:1:1,5,198,38,122
25.0,1:1:1,8,126,49,64
25.0,1:1:1,3,692,58,290
25.0,1:5:5,1,1980,74,514
24.0,1:2:2,3,935,32,635
28.0,1:5:5,2,845,51,414
25.0,1:1:1,5,311,82,55
25.0,1:10:10,1,2200,83,374
28.0,1:5:5,7,103,78,22
24.0,1:10:10,2,1743,54,801
28.0,1:10:10,4,422,84,67
28.0,1:5:5,8,103,27,75
24.0,1:1:1,1,1820,19,1474
26.0,1:5:5,1,1620,31,1117
28.0,1:1:1,7,80,81,15
26.0,1:2:2,5,291,61,113
24.0,1:10:10,2,1743,23,1342
24.0,1:10:10,3,1168,53,548
28.0,1:5:5,6,171,23,131
28.0,1:10:10,1,1400,38,868
28.0,1:5:5,2,845,69,261
26.0,1:10:10,8,147,53,69
26.0,1:1:1,7,103,19,83
24.0,1:5:5,7,191,12,168
24.0,1:5:5,2,1569,31,1082
24.0,1:2:2,1,2080,36,1331
24.0,1:2:2,7,170,67,56
26.0,1:2:2,3,647,66,219
25.0,1:5:5,6,268,70,80
25.0,1:5:5,4,596,21,470
26.0,1:2:2,7,118,59,48
28.0,1:5:5,3,566,70,169
26.0,1:2:2,1,1440,74,374
25.0,1:5:5,1,1980,77,455
24.0,1:10:10,7,212,56,93
25.0,1:10:10,8,180,38,111
28.0,1:5:5,2,845,75,211
26.0,1:5:5,2,1086,51,532
25.0,1:10:10,1,2200,41,1298
26.0,1:1:1,6,171,67,56
28.0,1:5:5,2,845,43,481
28.0,1:5:5,3,566,38,350
25.0,1:1:1,6,208,33,139
25.0,1:10:10,7,180,47,95
25.0,1:5:5,8,162,42,93
25.0,1:5:5,7,162,63,59
24.0,1:1:1,1,1820,24,1383
25.0,1:10:10,3,989,53,464
26.0,1:5:5,6,219,65,76
24.0,1:5:5,8,191,31,131
25.0,1:5:5,4,596,60,238
25.0,1:1:1,1,1540,40,924
25.0,1:5:5,4,596,15,506
24.0,1:5:5,8,191,54,87
24.0,1:10:10,8,212,24,161
28.0,1:1:1,5,198,12,174
26.0,1:5:5,1,1620,34,1069
25.0,1:2:2,6,238,41,140
25.0,1:2:2,7,144,45,79
25.0,1:10:10,7,180,38,111
28.0,1:5:5,3,566,79,118
25.0,1:10:10,8,180,56,79
28.0,1:1:1,8,80,63,29
24.0,1:2:2,2,1394,6,1310
25.0,1:5:5,5,400,36,256
26.0,1:2:2,2,965,47,511
24.0,1:1:1,6,246,41,145
28.0,1:1:1,5,198,81,37
24.0,1:2:2,3,935,23,719
28.0,1:2:2,7,91,68,29
25.0,1:10:10,5,444,74,115
24.0,1:5:5,1,2340,55,1053
24.0,1:1:1,4,548,24,416
25.0,1:1:1,2,1032,100,0
24.0,1:5:5,4,705,3,683
25.0,1:5:5,5,400,52,192
25.0,1:5:5,6,268,57,115
26.0,1:1:1,1,1260,62,478
28.0,1:10:10,4,422,58,177
26.0,1:10:10,1,1800,48,936
28.0,1:2:2,1,1120,65,392
25.0,1:10:10,2,1475,53,693
26.0,1:2:2,2,965,65,337
28.0,1:2:2,6,152,31,104
24.0,1:1:1,5,367,59,150
24.0,1:5:5,2,1569,51,768
26.0,1:2:2,3,647,50,323
28.0,1:5:5,7,103,50,51
28.0,1:2:2,2,751,26,555
25.0,1:1:1,4,464,59,190
25.0,1:1:1,4,464,41,273
25.0,1:2:2,1,1760,62,668
26.0,1:5:5,4,488,23,375
25.0,1:5:5,1,1980,53,930
26.0,1:10:10,3,809,32,550
26.0,1:10:10,6,244,9,222
24.0,1:5:5,1,2340,64,842
25.0,1:10:10,2,1475,52,708
26.0,1:2:2,1,1440,72,403
26.0,1:2:2,8,118,26,87
25.0,1:5:5,8,162,30,113
25.0,1:5:5,2,1327,26,981
24.0,1:1:1,4,548,38,339
24.0,1:1:1,8,149,14,128
28.0,1:5:5,5,254,30,177
28.0,1:1:1,4,295,58,123
25.0,1:10:10,3,989,51,484
28.0,1:5:5,2,845,64,304
25.0,1:1:1,4,464,43,264
28.0,1:5:5,2,845,91,76
25.0,1:2:2,5,355,75,88
25.0,1:10:10,1,2200,45,1210
28.0,1:1:1,6,133,55,59
26.0,1:2:2,6,195,31,134
24.0,1:1:1,7,149,58,62
26.0,1:10:10,3,809,71,234
24.0,1:1:1,5,367,65,128
28.0,1:5:5,6,171,60,68
26.0,1:10:10,6,244,81,46
26.0,1:5:5,5,327,47,173
25.0,1:1:1,1,1540,83,261
25.0,1:10:10,7,180,54,82
25.0,1:5:5,7,162,54,74
28.0,1:10:10,6,189,85,28
26.0,1:2:2,7,118,60,47
24.0,1:2:2,4,626,58,262
24.0,1:1:1,2,1220,41,719
26.0,1:10:10,4,542,54,249
28.0,1:10:10,1,1400,92,111
28.0,1:1:1,8,80,63,29
25.0,1:5:5,2,1327,4,1273
25.0,1:5:5,5,400,39,244
26.0,1:1:1,7,103,35,66
25.0,1:1:1,3,692,47,366
25.0,1:1:1,5,311,35,202
24.0,1:1:1,8,149,35,96
28.0,1:2:2,8,91,29,64
24.0,1:2:2,8,170,45,93
24.0,1:10:10,6,352,29,249
24.0,1:1:1,2,1220,61,475
28.0,1:2:2,8,91,40,54
25.0,1:5:5,5,400,66,136
28.0,1:2:2,5,226,67,74
28.0,1:1:1,5,198,72,55
25.0,1:1:1,1,1540,50,770
28.0,1:10:10,7,114,56,50
26.0,1:10:10,1,1800,49,918
28.0,1:1:1,7,80,20,64
26.0,1:2:2,4,434,89,47
25.0,1:10:10,1,2200,47,1166
25.0,1:10:10,5,444,13,386
28.0,1:1:1,8,80,69,24
26.0,1:5:5,3,728,60,291
28.0,1:10:10,4,422,69,130
24.0,1:2:2,7,170,51,83
28.0,1:1:1,6,133,19,107
25.0,1:1:1,1,1540,76,369
26.0,1:10:10,6,244,13,212
28.0,1:10:10,8,114,37,71
25.0,1:2:2,6,238,63,88
26.0,1:1:1,2,845,48,439
26.0,1:10:10,4,542,43,308
24.0,1:2:2,3,935,64,336
24.0,1:10:10,2,1743,49,888
28.0,1:1:1,5,198,90,19
28.0,1:2:2,5,226,80,45
28.0,1:10:10,4,422,32,286
24.0,1:2:2,8,170,16,142
28.0,1:2:2,4,337,98,6
28.0,1:10:10,6,189,58,79
28.0,1:5:5,2,845,60,338
24.0,1:10:10,4,783,54,360
25.0,1:2:2,4,530,57,227
24.0,1:5:5,8,191,61,74
26.0,1:10:10,8,147,22,114
24.0,1:5:5,5,472,47,250
28.0,1:5:5,3,566,36,362
26.0,1:2:2,5,291,68,93
26.0,1:1:1,5,254,53,119
28.0,1:1:1,1,980,23,754
26.0,1:2:2,8,118,52,56
26.0,1:2:2,7,118,54,54
25.0,1:2:2,4,530,76,127
24.0,1:1:1,3,818,42,474
25.0,1:5:5,3,890,36,569
25.0,1:1:1,2,1032,49,526
25.0,1:1:1,6,208,53,97
26.0,1:2:2,4,434,67,143
24.0,1:2:2,2,1394,29,989
26.0,1:5:5,1,1620,29,1150
26.0,1:10:10,1,1800,18,1476
28.0,1:1:1,4,295,46,159
25.0,1:1:1,4,464,66,157
25.0,1:10:10,5,444,35,288
25.0,1:10:10,6,298,65,104
28.0,1:2:2,6,152,72,42
26.0,1:10:10,8,147,19,119
25.0,1:2:2,6,238,33,159
25.0,1:1:1,4,464,66,157
25.0,1:2:2,6,238,41,140
24.0,1:5:5,2,1569,36,1004
28.0,1:10:10,5,283,50,141
28.0,1:2:2,5,226,53,106
24.0,1:5:5,2,1569,4,1506
28.0,1:10:10,1,1400,83,238
25.0,1:5:5,2,1327,47,703
25.0,1:1:1,4,464,53,218
24.0,1:5:5,7,191,39,116
25.0,1:1:1,4,464,11,412
26.0,1:10:10,7,147,25,110
28.0,1:1:1,5,198,51,97
24.0,1:2:2,4,626,34,413
26.0,1:5:5,2,1086,75,271
25.0,1:10:10,8,180,24,136
24.0,1:2:2,4,626,29,444
24.0,1:5:5,2,1569,11,1396
25.0,1:2:2,4,530,13,461
24.0,1:10:10,2,1743,42,1010
26.0,1:2:2,5,291,31,200
26.0,1:2:2,8,118,37,74
24.0,1:10:10,8,212,20,169
25.0,1:1:1,8,126,46,68
24.0,1:2:2,6,281,36,179
26.0,1:2:2,8,118,41,69
26.0,1:2:2,2,965,57,414
28.0,1:10:10,2,938,64,337
24.0,1:1:1,6,246,61,95
28.0,1:10:10,7,114,53,53
28.0,1:2:2,4,337,50,168
24.0,1:1:1,3,818,48,425
25.0,1:10:10,5,444,31,306
26.0,1:2:2,8,118,27,86
26.0,1:5:5,8,132,17,109
26.0,1:10:10,4,542,34,357
24.0,1:2:2,1,2080,53,977
24.0,1:1:1,7,149,20,119
24.0,1:1:1,8,149,32,101
26.0,1:10:10,5,363,17,301
26.0,1:5:5,8,132,57,56
25.0,1:1:1,4,464,58,194
28.0,1:2:2,5,226,10,203
28.0,1:2:2,4,337,62,128
28.0,1:5:5,5,254,47,134
25.0,1:2:2,3,791,0,791
25.0,1:2:2,4,530,25,397
24.0,1:10:10,5,525,51,257
28.0,1:5:5,2,845,42,490
25.0,1:5:5,2,1327,17,1101
28.0,1:2:2,4,337,39,205
25.0,1:10:10,5,444,15,377
26.0,1:1:1,5,254,59,104
25.0,1:5:5,1,1980,63,732
26.0,1:2:2,1,1440,44,806
26.0,1:1:1,2,845,100,0
26.0,1:10:10,2,1207,32,820
28.0,1:2:2,1,1120,31,772
28.0,1:5:5,3,566,64,203
25.0,1:5:5,2,1327,71,384
24.0,1:2:2,6,281,52,134
26.0,1:2:2,1,1440,17,1195
28.0,1:10:10,7,114,60,45
26.0,1:10:10,8,147,78,32
26.0,1:5:5,2,1086,47,575
25.0,1:10:10,1,2200,72,616
26.0,1:1:1,7,103,63,38
25.0,1:10:10,6,298,48,154
28.0,1:5:5,6,171,75,42
25.0,1:5:5,4,596,58,250
24.0,1:10:10,7,212,33,142
25.0,1:1:1,4,464,58,194
26.0,1:5:5,4,488,32,331
24.0,1:2:2,5,420,7,390
24.0,1:5:5,6,317,16,266
28.0,1:10:10,4,422,68,135
28.0,1:5:5,5,254,56,111
25.0,1:1:1,7,126,36,80
25.0,1:10:10,2,1475,42,855
25.0,1:2:2,2,1180,47,625
25.0,1:5:5,4,596,53,280
24.0,1:10:10,1,2600,77,598
26.0,1:2:2,5,291,47,154
24.0,1:1:1,2,1220,41,719
24.0,1:2:2,7,170,53,79
26.0,1:5:5,3,728,47,385
28.0,1:2:2,1,1120,65,392
25.0,1:1:1,3,692,32,470
24.0,1:10:10,2,1743,41,1028
24.0,1:1:1,7,149,6,140
25.0,1:5:5,5,400,69,124
24.0,1:10:10,5,525,42,304
25.0,1:5:5,6,268,63,99
25.0,1:1:1,3,692,82,124
24.0,1:10:10,3,1168,23,899
24.0,1:5:5,4,705,66,239
28.0,1:10:10,5,283,58,118
28.0,1:5:5,6,171,81,32
26.0,1:1:1,5,254,72,71
24.0,1:2:2,3,935,28,673
26.0,1:10:10,7,147,89,16
26.0,1:10:10,1,1800,74,468
24.0,1:5:5,7,191,78,42
26.0,1:1:1,5,254,56,111
26.0,1:2:2,5,291,48,151
28.0,1:2:2,5,226,57,97
25.0,1:2:2,1,1760,33,1179
25.0,1:10:10,3,989,57,425
26.0,1:5:5,1,1620,53,761
26.0,1:5:5,5,327,8,300
28.0,1:10:10,1,1400,71,406
25.0,1:5:5,3,890,35,578
26.0,1:10:10,6,244,51,119
28.0,1:2:2,8,91,33,60
26.0,1:10:10,2,1207,67,398
25.0,1:10:10,8,180,57,77
25.0,1:5:5,6,268,27,195
28.0,1:2:2,3,503,91,45
26.0,1:1:1,3,566,37,356
26.0,1:5:5,2,1086,57,466
24.0,1:2:2,4,626,57,269
28.0,1:1:1,4,295,69,91
28.0,1:2:2,3,503,49,256
28.0,1:10:10,5,283,44,158
25.0,1:5:5,4,596,44,333
26.0,1:1:1,7,103,54,47
28.0,1:2:2,5,226,61,88
25.0,1:2:2,7,144,81,27
25.0,1:10:10,2,1475,41,870
24.0,1:5:5,3,1051,66,357
28.0,1:5:5,7,103,55,46
25.0,1:2:2,5,355,49,181
25.0,1:5:5,6,268,82,48
25.0,1:2:2,5,355,32,241
25.0,1:10:10,3,989,53,464
26.0,1:5:5,5,327,58,137
28.0,1:1:1,8,80,45,44
25.0,1:10:10,2,1475,33,988
26.0,1:10:10,1,1800,68,575
28.0,1:2:2,1,1120,44,627
26.0,1:1:1,3,566,45,311
28.0,1:1:1,5,198,80,39
28.0,1:10:10,6,189,33,126
24.0,1:10:10,5,525,23,404
28.0,1:2:2,6,152,48,79
24.0,1:1:1,2,1220,26,902
24.0,1:1:1,4,548,27,400
26.0,1:2:2,6,195,39,118
26.0,1:5:5,7,132,55,59
28.0,1:10:10,5,283,65,99
28.0,1:5:5,7,103,82,18
25.0,1:1:1,1,1540,99,15
28.0,1:2:2,8,91,62,34
25.0,1:5:5,5,400,15,340
28.0,1:2:2,2,751,50,375
26.0,1:5:5,5,327,84,52
26.0,1:1:1,2,845,41,498
28.0,1:1:1,4,295,63,109
26.0,1:5:5,1,1620,25,1215
26.0,1:5:5,6,219,46,118
25.0,1:2:2,2,1180,55,531
26.0,1:10:10,1,1800,65,630
24.0,1:10:10,5,525,24,399
25.0,1:5:5,5,400,67,131
26.0,1:2:2,6,195,12,171
26.0,1:2:2,3,647,49,329
28.0,1:10:10,2,938,54,431
25.0,1:5:5,2,1327,46,716
28.0,1:2:2,6,152,35,98
24.0,1:5:5,4,705,57,303
24.0,1:5:5,5,472,55,212
25.0,1:2:2,5,355,76,85
26.0,1:2:2,8,118,68,37
26.0,1:2:2,5,291,47,154
26.0,1:10:10,2,1207,49,615
28.0,1:5:5,3,566,69,175
24.0,1:10:10,5,525,35,341
26.0,1:10:10,6,244,54,112
26.0,1:10:10,8,147,83,24
25.0,1:2:2,3,791,72,221
26.0,1:1:1,5,254,15,215
25.0,1:5:5,4,596,28,429
26.0,1:5:5,2,1086,50,543
26.0,1:5:5,4,488,70,146
26.0,1:1:1,1,1260,60,504
26.0,1:5:5,2,1086,79,228
25.0,1:2:2,4,530,74,137
24.0,1:2:2,2,1394,46,752
28.0,1:2:2,5,226,73,61
26.0,1:2:2,8,118,46,63
24.0,1:5:5,2,1569,60,627
24.0,1:1:1,2,1220,50,610
25.0,1:5:5,4,596,46,321
26.0,1:5:5,8,132,40,79
24.0,1:10:10,5,525,48,273
24.0,1:10:10,8,212,25,159
26.0,1:5:5,5,327,57,140
25.0,1:2:2,6,238,62,90
26.0,1:2:2,6,195,46,105
24.0,1:1:1,7,149,50,74
28.0,1:2:2,5,226,74,58
24.0,1:10:10,8,212,13,184
28.0,1:10:10,2,938,92,75
24.0,1:10:10,1,2600,66,883
26.0,1:2:2,2,965,66,328
28.0,1:10:10,5,283,78,62
25.0,1:1:1,6,208,47,110
24.0,1:10:10,6,352,51,172
28.0,1:10:10,6,189,24,143
26.0,1:10:10,5,363,56,159
25.0,1:1:1,3,692,64,249
28.0,1:5:5,5,254,49,129
24.0,1:2:2,7,170,17,141
25.0,1:2:2,2,1180,69,365
24.0,1:1:1,5,367,26,271
25.0,1:10:10,1,2200,53,1034
25.0,1:1:1,3,692,17,574
24.0,1:2:2,2,1394,58,585
25.0,1:2:2,7,144,61,56
28.0,1:5:5,8,103,80,20
28.0,1:10:10,1,1400,59,574
24.0,1:10:10,5,525,33,351
25.0,1:1:1,7,126,63,46
28.0,1:2:2,8,91,73,24
28.0,1:1:1,2,657,53,308
25.0,1:5:5,8,162,49,82
28.0,1:10:10,8,114,73,30
26.0,1:2:2,7,118,34,77
28.0,1:5:5,1,1260,80,251
25.0,1:5:5,4,596,40,357
26.0,1:1:1,3,566,16,475
24.0,1:2:2,1,2080,34,1372
24.0,1:10:10,7,212,49,108
28.0,1:10:10,4,422,34,278
25.0,1:1:1,4,464,51,227
28.0,1:10:10,3,629,32,427
28.0,1:2:2,6,152,76,36
28.0,1:2:2,3,503,23,387
24.0,1:1:1,8,149,12,131
24.0,1:10:10,5,525,-5,551
24.0,1:10:10,4,783,36,501
25.0,1:2:2,8,144,45,79
24.0,1:2:2,6,281,25,210
28.0,1:5:5,7,103,46,55
26.0,1:1:1,6,171,44,95
28.0,1:5:5,3,566,35,367
24.0,1:5:5,6,317,18,259
28.0,1:2:2,6,152,49,77
26.0,1:1:1,3,566,40,339
26.0,1:10:10,2,1207,43,687
26.0,1:1:1,3,566,55,254
28.0,1:10:10,5,283,66,96
26.0,1:2:2,7,118,52,56
25.0,1:2:2,8,144,34,95
25.0,1:5:5,1,1980,40,1188
25.0,1:1:1,6,208,95,10
24.0,1:1:1,5,367,31,253
25.0,1:10:10,2,1475,29,1047
24.0,1:5:5,5,472,32,320
24.0,1:10:10,7,212,3,205
28.0,1:5:5,6,171,76,41
28.0,1:2:2,8,91,63,33
24.0,1:1:1,6,246,36,157
24.0,1:10:10,4,783,25,587
24.0,1:10:10,4,783,52,375
24.0,1:5:5,5,472,65,165
24.0,1:2:2,8,170,43,96
25.0,1:10:10,5,444,84,71
26.0,1:2:2,1,1440,41,849
25.0,1:2:2,3,791,45,435
25.0,1:10:10,1,2200,60,880
26.0,1:5:5,7,132,55,59
24.0,1:2:2,5,420,48,218
26.0,1:10:10,7,147,31,101
25.0,1:10:10,2,1475,46,796
25.0,1:10:10,2,1475,11,1312
28.0,1:10:10,3,629,85,94
25.0,1:5:5,7,162,35,105
25.0,1:2:2,7,144,69,44
25.0,1:5:5,4,596,57,256
25.0,1:1:1,2,1032,61,402
26.0,1:5:5,2,1086,67,358
25.0,1:2:2,5,355,43,202
28.0,1:2:2,5,226,61,88
26.0,1:2:2,2,965,29,685
25.0,1:10:10,2,1475,40,885
24.0,1:5:5,1,2340,52,1123
26.0,1:1:1,3,566,32,384
26.0,1:10:10,8,147,56,64
28.0,1:2:2,3,503,62,191
25.0,1:5:5,8,162,62,61
28.0,1:1:1,1,980,44,548
26.0,1:1:1,3,566,26,418
28.0,1:1:1,2,657,51,321
28.0,1:1:1,5,198,96,7
26.0,1:1:1,4,380,79,79
24.0,1:5:5,7,191,42,110
24.0,1:2:2,2,1394,34,920
28.0,1:1:1,7,80,10,72
24.0,1:2:2,2,1394,47,738
24.0,1:2:2,6,281,71,81
28.0,1:2:2,1,1120,73,302
26.0,1:2:2,5,291,63,107
25.0,1:2:2,2,1180,39,719
26.0,1:10:10,3,809,65,283
28.0,1:5:5,8,103,65,36
25.0,1:1:1,5,311,23,239
26.0,1:5:5,1,1620,46,874
26.0,1:10:10,2,1207,43,687
26.0,1:2:2,7,118,48,61
28.0,1:10:10,1,1400,48,728
24.0,1:10:10,4,783,73,211
24.0,1:5:5,3,1051,36,672
24.0,1:5:5,4,705,3,683
26.0,1:1:1,2,845,50,422
24.0,1:1:1,8,149,21,117
28.0,1:10:10,3,629,63,232
25.0,1:2:2,5,355,50,177
26.0,1:10:10,6,244,45,134
24.0,1:10:10,8,212,52,101
28.0,1:5:5,2,845,54,388
24.0,1:5:5,2,1569,61,611
25.0,1:10:10,1,2200,65,770
25.0,1:5:5,5,400,55,179
24.0,1:1:1,5,367,38,227
26.0,1:10:10,4,542,51,265
28.0,1:10:10,5,283,84,45
25.0,1:10:10,3,989,72,276
28.0,1:5:5,4,380,64,136
26.0,1:2:2,5,291,20,232
24.0,1:1:1,3,818,45,449
25.0,1:10:10,7,180,24,136
24.0,1:5:5,6,317,44,177
28.0,1:5:5,3,566,59,232
26.0,1:1:1,2,845,52,405
25.0,1:1:1,4,464,38,287
24.0,1:1:1,5,367,57,157
28.0,1:2:2,1,1120,71,324
25.0,1:1:1,8,126,37,79
26.0,1:1:1,1,1260,28,907
26.0,1:1:1,5,254,59,104
24.0,1:5:5,3,1051,13,914
28.0,1:2:2,5,226,28,162
24.0,1:5:5,6,317,51,155
26.0,1:10:10,5,363,62,137
28.0,1:2:2,4,337,68,107
28.0,1:10:10,2,938,42,544
25.0,1:5:5,1,1980,29,1405
25.0,1:10:10,8,180,47,95
28.0,1:1:1,8,80,61,31
25.0,1:5:5,8,162,58,68
28.0,1:2:2,7,91,62,34
28.0,1:1:1,7,80,41,47
25.0,1:10:10,2,1475,26,1091
24.0,1:2:2,7,170,29,120
26.0,1:10:10,3,809,48,420
28.0,1:2:2,2,751,83,127
26.0,1:1:1,1,1260,46,680
24.0,1:1:1,1,1820,-5,1911
25.0,1:2:2,5,355,41,209
28.0,1:2:2,3,503,48,261
25.0,1:5:5,6,268,72,75
25.0,1:1:1,7,126,92,10
28.0,1:1:1,6,133,86,18
24.0,1:5:5,3,1051,44,588
25.0,1:10:10,1,2200,66,747
28.0,1:2:2,2,751,53,352
28.0,1:2:2,5,226,64,81
24.0,1:2:2,7,170,53,79
26.0,1:2:2,8,118,29,83
28.0,1:2:2,4,337,80,67
26.0,1:10:10,8,147,25,110
24.0,1:10:10,1,2600,4,2496
24.0,1:2:2,1,2080,39,1268
28.0,1:1:1,5,198,58,83
26.0,1:1:1,7,103,17,85
24.0,1:1:1,6,246,43,140
24.0,1:2:2,1,2080,55,935
25.0,1:2:2,6,238,59,97
26.0,1:10:10,3,809,40,485
26.0,1:1:1,2,845,52,405
28.0,1:10:10,2,938,25,703
28.0,1:10:10,5,283,91,25
26.0,1:10:10,4,542,61,211
25.0,1:2:2,2,1180,49,601
26.0,1:10:10,8,147,67,48
28.0,1:2:2,2,751,31,518
28.0,1:5:5,3,566,62,215
26.0,1:5:5,7,132,55,59
25.0,1:5:5,3,890,70,267
28.0,1:5:5,7,103,38,63
24.0,1:2:2,3,935,51,458
25.0,1:10:10,2,1475,80,294
25.0,1:2:2,6,238,76,57
26.0,1:5:5,2,1086,8,999
25.0,1:5:5,8,162,97,4
24.0,1:5:5,5,472,33,316
25.0,1:2:2,2,1180,54,542
26.0,1:1:1,3,566,60,226
26.0,1:1:1,7,103,30,72
25.0,1:10:10,4,663,29,470
25.0,1:5:5,7,162,62,61
26.0,1:10:10,6,244,66,82
28.0,1:2:2,7,91,59,37
24.0,1:1:1,4,548,38,339
24.0,1:5:5,3,1051,25,788
24.0,1:1:1,2,1220,32,829
24.0,1:10:10,1,2600,2,2548
26.0,1:5:5,2,1086,53,510
25.0,1:2:2,7,144,69,44
26.0,1:1:1,1,1260,30,882
25.0,1:10:10,6,298,49,151
24.0,1:10:10,6,352,25,264
26.0,1:2:2,8,118,45,64
24.0,1:10:10,8,212,41,125
25.0,1:5:5,4,596,69,184
24.0,1:2:2,4,626,0,626
28.0,1:10:10,8,114,56,50
25.0,1:2:2,5,355,28,255
28.0,1:1:1,1,980,76,235
24.0,1:2:2,6,281,90,28
25.0,1:1:1,5,311,66,105
25.0,1:5:5,7,162,75,40
26.0,1:10:10,7,147,42,85
25.0,1:1:1,2,1032,50,516
25.0,1:10:10,5,444,5,421
26.0,1:10:10,7,147,56,64
26.0,1:10:10,4,542,48,281
26.0,1:10:10,3,809,82,145
26.0,1:2:2,2,965,28,694
25.0,1:5:5,2,1327,0,1327
24.0,1:10:10,5,525,40,315
25.0,1:1:1,4,464,52,222
26.0,1:5:5,7,132,32,89
28.0,1:5:5,8,103,54,47
26.0,1:5:5,4,488,31,336
24.0,1:5:5,7,191,78,42
24.0,1:1:1,2,1220,-10,1342
26.0,1:10:10,2,1207,64,434
26.0,1:2:2,2,965,44,540
24.0,1:5:5,2,1569,64,564
28.0,1:5:5,8,103,56,45
24.0,1:2:2,4,626,61,244
26.0,1:10:10,5,363,56,159
26.0,1:10:10,3,809,46,436
25.0,1:10:10,8,180,37,113
24.0,1:1:1,6,246,22,191
24.0,1:10:10,7,212,41,125
26.0,1:2:2,7,118,28,84
25.0,1:5:5,6,268,70,80
28.0,1:2:2,6,152,60,60
25.0,1:2:2,8,144,46,77
25.0,1:1:1,3,692,71,200
24.0,1:5:5,6,317,46,171
28.0,1:2:2,8,91,37,57
24.0,1:1:1,5,367,14,315
24.0,1:2:2,5,420,44,235
26.0,1:1:1,5,254,38,157
24.0,1:10:10,1,2600,8,2392
24.0,1:1:1,1,1820,-1,1838
26.0,1:5:5,4,488,42,283
24.0,1:5:5,6,317,50,158
25.0,1:10:10,7,180,32,122
28.0,1:10:10,1,1400,56,615
28.0,1:2:2,4,337,65,117
26.0,1:1:1,4,380,64,136
26.0,1:2:2,3,647,59,265
26.0,1:2:2,5,291,59,119
26.0,1:10:10,1,1800,58,756
25.0,1:10:10,2,1475,39,899
28.0,1:1:1,1,980,55,440
26.0,1:10:10,1,1800,60,720
28.0,1:10:10,1,1400,103,-42
25.0,1:10:10,4,663,63,245
26.0,1:5:5,7,132,35,85
